Date,Open,High,Low,Close,Adj Close,Volume
05/01/1994,1.133929,1.209821,1.133929,1.205357,0.382437,153034000
06/01/1994,1.205357,1.214286,1.160714,1.169643,0.371106,91627200
07/01/1994,1.142857,1.1875,1.116071,1.183036,0.375355,74698400
10/01/1994,1.178571,1.209821,1.169643,1.200893,0.381021,50397200
11/01/1994,1.196429,1.205357,1.133929,1.138393,0.361191,88849600
12/01/1994,1.151786,1.151786,1.089286,1.089286,0.34561,109779600
13/01/1994,1.071429,1.098214,1.0625,1.09375,0.347026,132899200
14/01/1994,1.098214,1.133929,1.089286,1.107143,0.351276,53628400
17/01/1994,1.107143,1.125,1.071429,1.084821,0.344194,36428000
18/01/1994,1.080357,1.080357,1.035714,1.049107,0.332862,90700400
19/01/1994,1.044643,1.0625,1.026786,1.044643,0.331446,70397600
20/01/1994,1.053571,1.098214,1.053571,1.066964,0.338528,67020800
21/01/1994,1.1875,1.196429,1.151786,1.191964,0.378188,245033600
24/01/1994,1.1875,1.258929,1.1875,1.25,0.396601,173037200
25/01/1994,1.241071,1.25,1.1875,1.209821,0.383854,110583200
26/01/1994,1.205357,1.214286,1.1875,1.196429,0.379604,41451200
27/01/1994,1.196429,1.223214,1.178571,1.21875,0.386687,33062400
28/01/1994,1.223214,1.241071,1.205357,1.214286,0.38527,34109600
31/01/1994,1.196429,1.205357,1.169643,1.169643,0.371106,59595200
01/02/1994,1.178571,1.196429,1.151786,1.1875,0.376772,39180400
02/02/1994,1.1875,1.1875,1.160714,1.178571,0.373939,36612800
03/02/1994,1.178571,1.200893,1.160714,1.196429,0.379604,34498800
04/02/1994,1.196429,1.25,1.1875,1.196429,0.379604,88502400
07/02/1994,1.196429,1.325893,1.196429,1.303571,0.459707,181361600
08/02/1994,1.285714,1.303571,1.258929,1.276786,0.450261,71346800
09/02/1994,1.276786,1.303571,1.258929,1.294643,0.456558,46746000
10/02/1994,1.294643,1.339286,1.285714,1.303571,0.459707,75507600
11/02/1994,1.294643,1.339286,1.294643,1.321429,0.466004,41062000
14/02/1994,1.321429,1.357143,1.3125,1.321429,0.466004,61387200
15/02/1994,1.3125,1.339286,1.294643,1.325893,0.467578,32443600
16/02/1994,1.339286,1.339286,1.3125,1.3125,0.462855,30506000
17/02/1994,1.330357,1.352679,1.294643,1.321429,0.466004,36288000
18/02/1994,1.303571,1.321429,1.294643,1.294643,0.456558,37268000
22/02/1994,1.294643,1.339286,1.276786,1.330357,0.469153,53642400
23/02/1994,1.330357,1.366071,1.321429,1.330357,0.469153,65133600
24/02/1994,1.321429,1.330357,1.294643,1.308036,0.461281,49464800
25/02/1994,1.321429,1.330357,1.267857,1.285714,0.453409,59206000
28/02/1994,1.294643,1.321429,1.285714,1.303571,0.459707,30956800
01/03/1994,1.3125,1.3125,1.276786,1.294643,0.456558,52967600
02/03/1994,1.258929,1.294643,1.241071,1.272321,0.448686,73536400
03/03/1994,1.276786,1.294643,1.267857,1.276786,0.450261,47118400
04/03/1994,1.285714,1.339286,1.276786,1.3125,0.462855,56711200
07/03/1994,1.321429,1.361607,1.3125,1.352679,0.477024,77599200
08/03/1994,1.357143,1.357143,1.3125,1.321429,0.466004,46513600
09/03/1994,1.308036,1.339286,1.285714,1.339286,0.472301,62134800
10/03/1994,1.330357,1.34375,1.3125,1.330357,0.469153,35940800
11/03/1994,1.321429,1.348214,1.3125,1.330357,0.469153,40460000
14/03/1994,1.375,1.375,1.348214,1.361607,0.480173,110426400
15/03/1994,1.366071,1.366071,1.330357,1.34375,0.473876,51136400
